ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages
670839531,9.78E+12,Needful Things: The Last Castle Rock Story,Stephen King,http://www.openisbn.com/cover/0670839531_72.jpg,Viking Adult,704
446358584,9.78E+12,The Talbot Odyssey,Nelson DeMille,http://www.openisbn.com/cover/0446358584_72.jpg,Grand Central Publishing,544
374121230,9.78E+12,Child Of My Heart,Alice McDermott,http://www.openisbn.com/cover/0374121230_72.jpg,"Farrar, Straus And Giroux",242
671014218,9.78E+12,The Mulberry Tree,Jude Deveraux,http://www.openisbn.com/cover/0671014218_72.jpg,Atria,384
670856495,9.78E+12,AN Imaginative Experience: A Novel,Mary Wesley,http://www.openisbn.com/cover/0670856495_72.jpg,Viking Adult,224
812035844,9.78E+12,A Midsummer Night's Dream (Shakespeare Made Easy),William Shakespeare,http://www.openisbn.com/cover/0812035844_72.jpg,Barron's Educational Series,224
385242719,9.78E+12,"Labyrinths Of Reason: Paradox, Puzzles, And The Frailty Of Knowledge",William Poundstone,http://www.openisbn.com/cover/0385242719_72.jpg,Anchor,288
553578529,9.78E+12,Into The Wilderness,Sara Donati,http://www.openisbn.com/cover/0553578529_72.jpg,Bantam,912
671041800,9.78E+12,"Getting It Right: How Working Mothers Successfully Take Up The Challenge Of Life, Family, And Career",Laraine T. Zappert,http://www.openisbn.com/cover/0671041800_72.jpg,Atria,278
471123005,9.78E+12,Martha Inc.: The Incredible Story Of Martha Stewart Living Omnimedia,Christopher M. Byron,http://www.openisbn.com/cover/0471123005_72.jpg,Wiley,416
553213768,9.78E+12,The Phantom Of The Opera (Bantam Classics),"Gaston Leroux,Lowell Bair",http://www.openisbn.com/cover/0553213768_72.jpg,Bantam Classics,352
316693707,9.78E+12,Kiss The Girls,James Patterson,http://www.openisbn.com/cover/0316693707_72.jpg,"Little, Brown And Company",464
1852305606,9.78E+12,The Encyclopaedia Of Celtic Wisdom : A Celtic Shaman's Sourcebook,"Caitlin Matthews,John Matthews,Christopher Down,Li",http://www.openisbn.com/cover/1852305606_72.jpg,Element Books Inc,456
375752501,9.78E+12,The Magnificent Ambersons (Modern Library Classics),Booth Tarkington,http://www.openisbn.com/cover/0375752501_72.jpg,Modern Library,288
1573226041,9.78E+12,Sorrow Floats,Tim Sandlin,http://www.openisbn.com/cover/1573226041_72.jpg,Riverhead Trade,416
380013207,9.78E+12,The Lathe Of Heaven,Ursula K. Le Guin,http://www.openisbn.com/cover/0380013207_72.jpg,Avon Books (Mm),175
451192575,9.78E+12,Donnie Brasco,Joseph D. Pistone,http://www.openisbn.com/cover/0451192575_72.jpg,Signet,416
966080521,9.78E+12,Day Job:  A Workplace Reader For The Restless Age,"Jonathan Baird,Carol M. Allen",http://www.openisbn.com/cover/0966080521_72.jpg,Allen &amp; Osborne Inc,160
385467958,9.78E+12,"Woman Of The Inner Sea, A",Thomas Keneally,http://www.openisbn.com/cover/0385467958_72.jpg,Nan A. Talese,277
515123447,9.78E+12,"Killing Floor (Jack Reacher, No. 1)",Lee Child,http://www.openisbn.com/cover/0515123447_72.jpg,Jove,432
441010512,9.78E+12,"Club Dead (Southern Vampire Mysteries, Book 3)",Charlaine Harris,http://www.openisbn.com/cover/0441010512_72.jpg,Ace Books,258
887308589,9.78E+12,"The Dilbert Principle: A Cubicle's-Eye View Of Bosses, Meetings, Management Fads &amp; Other Workplace Afflictions",Scott Adams,http://www.openisbn.com/cover/0887308589_72.jpg,Harper Paperbacks,352
140363386,9.78E+12,"The Letter, The Witch, And The Ring (Lewis Barnavelt)",John Bellairs,http://www.openisbn.com/cover/0140363386_72.jpg,Puffin,208
140363378,9.78E+12,The Figure In The Shadows (Lewis Barnavelt),John Bellairs,http://www.openisbn.com/cover/0140363378_72.jpg,Puffin,160
312854137,9.78E+12,Letters To Jenny,Piers Anthony,http://www.openisbn.com/cover/0312854137_72.jpg,Tor Books,288
380727331,9.78E+12,Memoir From Antproof Case,Mark Helprin,http://www.openisbn.com/cover/0380727331_72.jpg,Harper Paperbacks,528
440226236,9.78E+12,The Death Pit,Tony Strong,http://www.openisbn.com/cover/0440226236_72.jpg,Dell,448
393049701,9.78E+12,No Great Mischief,Alistair MacLeod,http://www.openisbn.com/cover/0393049701_72.jpg,W. W. Norton &amp; Company,288
345441044,9.78E+12,The Fan-Maker's Inquisition: A Novel Of The Marquis De Sade (Ballantine Reader's Circle),Rikki Ducornet,http://www.openisbn.com/cover/0345441044_72.jpg,Ballantine Books,240
374189870,9.78E+12,Lives Of The Monster Dogs,Kirsten Bakis,http://www.openisbn.com/cover/0374189870_72.jpg,Farrar Straus Giroux,320
425161633,9.78E+12,Second Nature,Alice Hoffman,http://www.openisbn.com/cover/0425161633_72.jpg,Berkley Trade,272
190415123X,9.78E+12,Practical Intranet Development,"John Colby,Inigo Surguy,Rudiger Voigt,Jeffrey Haas",http://www.openisbn.com/cover/190415123X_72.jpg,Wrox Press,368
1400002877,9.78E+12,Hija Del Curandero (Spanish Edition),Amy Tan,http://www.openisbn.com/cover/1400002877_72.jpg,Plaza Y Janes,432
946395438,9.78E+12,Continuity Planning,R. D. Ginn,http://www.openisbn.com/cover/0946395438_72.jpg,Elsevier Science Ltd,168
874772095,9.78E+12,"Chop Wood, Carry Water: A Guide To Finding Spiritual Fulfillment In Everyday Life","Rick Fields,Peggy Taylor,Rex Weyler,Rick Ingrasci",http://www.openisbn.com/cover/0874772095_72.jpg,"Jeremy P. Tarcher, Inc.",304
684853612,9.78E+12,High Exposure: An Enduring Passion For Everest And Unforgiving Places,"David Breashears,Jon Krakauer",http://www.openisbn.com/cover/0684853612_72.jpg,Simon &amp; Schuster,320
312145357,9.78E+12,Accustomed To The Dark,Walter Satterthwait,http://www.openisbn.com/cover/0312145357_72.jpg,St Martins Pr,245
595131700,9.78E+12,Resurrection Angel (Denton Ward And Monty Crocetti Mysteries),William Mize,http://www.openisbn.com/cover/0595131700_72.jpg,Writers Club Press,444
399148876,9.78E+12,Savage Run,C. J. Box,http://www.openisbn.com/cover/0399148876_72.jpg,Putnam Adult,400
316442178,9.78E+12,Raveling,Peter Moore Smith,http://www.openisbn.com/cover/0316442178_72.jpg,Little Brown And Company,432
786708395,9.78E+12,Garnethill: A Novel Of Crime,Denise Mina,http://www.openisbn.com/cover/0786708395_72.jpg,Carroll &amp; Graf,348
446606928,9.78E+12,Blue Light,Walter Mosley,http://www.openisbn.com/cover/0446606928_72.jpg,Aspect,400
425177718,9.78E+12,Angel Fire,Ron Franscell,http://www.openisbn.com/cover/0425177718_72.jpg,Berkley,304
316110493,9.78E+12,Arthur's First Sleepover:  An Arthur Adventure,Marc Brown,http://www.openisbn.com/cover/0316110493_72.jpg,"Little, Brown Books For Young Readers",32
385503954,9.78E+12,Atonement: A Novel,Ian McEwan,http://www.openisbn.com/cover/0385503954_72.jpg,Nan A. Talese,351
375502947,9.78E+12,Georgiana: Duchess Of Devonshire,Amanda Foreman,http://www.openisbn.com/cover/0375502947_72.jpg,Random House,454
60959517,9.78E+12,Elizabeth: The Struggle For The Throne,David Starkey,http://www.openisbn.com/cover/0060959517_72.jpg,Harper Perennial,384
671527967,9.78E+12,Confusion (Volume Three Of The Cazalet Chronicle),Elizabeth Jane Howard,http://www.openisbn.com/cover/0671527967_72.jpg,Washington Square Press,341
312266499,9.78E+12,The Spencers: A Personal History Of An English Family,"Charles Spencer, Earl Spencer",http://www.openisbn.com/cover/0312266499_72.jpg,St Martins Pr,350
312242417,9.78E+12,The Sisters Of Henry VIII: The Tumultuous Lives Of Margaret Of Scotland And Mary Of France,Maria Perry,http://www.openisbn.com/cover/0312242417_72.jpg,St Martins Pr,266
881845973,9.78E+12,Don't Tell Alfred,Nancy Mitford,http://www.openisbn.com/cover/0881845973_72.jpg,Carroll &amp; Graf Publishers,223
375718990,9.78E+12,The Pursuit Of Love &amp; Love In A Cold Climate: Two Novels,Nancy Mitford,http://www.openisbn.com/cover/0375718990_72.jpg,Vintage,480
674766911,9.78E+12,The Return Of Martin Guerre,Natalie Zemon Davis,http://www.openisbn.com/cover/0674766911_72.jpg,Harvard University Press,176
316097500,9.78E+12,The Gospel Of Judas : A Novel,Simon Mawer,http://www.openisbn.com/cover/0316097500_72.jpg,Back Bay Books,330
088730866X,9.78E+12,The Dilbert Future: Thriving On Stupidity In The 21st Century,"Scott Adams,Nancy Singer",http://www.openisbn.com/cover/088730866X_72.jpg,Harper Business,258
425185001,9.78E+12,The Titian Committee (Jonathan Argyll Mysteries),Iain Pears,http://www.openisbn.com/cover/0425185001_72.jpg,Berkley Trade,176
741412896,9.78E+12,Collateral Damage,Austin S. Camacho,http://www.openisbn.com/cover/0741412896_72.jpg,Infinity Publishing (PA),215
345396545,9.78E+12,"Ilse Witch (The Voyage Of The Jerle Shannara, Book 1)",Terry Brooks,http://www.openisbn.com/cover/0345396545_72.jpg,Del Rey,464
60008865,9.78E+12,Do No Harm,Gregg Hurwitz,http://www.openisbn.com/cover/0060008865_72.jpg,William Morrow,400
141309725,9.78E+12,The Man In The Woods,Rosemary Wells,http://www.openisbn.com/cover/0141309725_72.jpg,Puffin,224
044021646X,9.78E+12,The Misbegotten Son:  The True Story Of Arthur J. Shawcross,Jack Olsen,http://www.openisbn.com/cover/044021646X_72.jpg,Island Books,592
6498035,9.78E+12,Maid Of The Mist,Colin Bateman,http://www.openisbn.com/cover/0006498035_72.jpg,Harpercollins,256
749390832,9.78E+12,The Book Of Spells,Sara Maitland,http://www.openisbn.com/cover/0749390832_72.jpg,Minerva,192
140132155,9.78E+12,Lewis Percy,Anita Brookner,http://www.openisbn.com/cover/0140132155_72.jpg,Penguin Books,272
140238131,9.78E+12,In Custody,Anita Desai,http://www.openisbn.com/cover/0140238131_72.jpg,Penguin Books Ltd,208
385507607,9.78E+12,The Probable Future,Alice Hoffman,http://www.openisbn.com/cover/0385507607_72.jpg,Doubleday,336
743206061,9.78E+12,The Second Time Around,Mary Higgins Clark,http://www.openisbn.com/cover/0743206061_72.jpg,Simon &amp; Schuster,302
006016249X,9.78E+12,Outer Banks,Anne Rivers Siddons,http://www.openisbn.com/cover/006016249X_72.jpg,Harpercollins,400
553802453,9.78E+12,No One To Trust (Eve Duncan),Iris Johansen,http://www.openisbn.com/cover/0553802453_72.jpg,Bantam,304
345445910,9.78E+12,Into The Inferno,Earl Emerson,http://www.openisbn.com/cover/0345445910_72.jpg,Ballantine Books,352
399148469,9.78E+12,Hunting Season,Nevada Barr,http://www.openisbn.com/cover/0399148469_72.jpg,G. P. Putnam's Sons,320
089296765X,9.78E+12,Dead Midnight (Sharon McCone Mysteries),Marcia Muller,http://www.openisbn.com/cover/089296765X_72.jpg,Mysterious Press,320
553802461,9.78E+12,Dead Aim,Iris Johansen,http://www.openisbn.com/cover/0553802461_72.jpg,Bantam,352
440224071,9.78E+12,Los Alamos,Joseph Kanon,http://www.openisbn.com/cover/0440224071_72.jpg,Island Books,544
679781307,9.78E+12,The Reader,"Bernhard Schlink,Carol Brown Janeway",http://www.openisbn.com/cover/0679781307_72.jpg,Vintage International / Vintage Books,218
440174643,9.78E+12,Roots (Dell Book),Alex Haley,http://www.openisbn.com/cover/0440174643_72.jpg,Dell,736
449221393,9.78E+12,Driving Force,Dick Francis,http://www.openisbn.com/cover/0449221393_72.jpg,Fawcett,384
671652796,9.78E+12,13 French Street And The Red Scarf,Gil Brewer,http://www.openisbn.com/cover/0671652796_72.jpg,Simon Schuster Trade,256
068480378X,9.78E+12,ROADKILL (Kinky Friedman Novels),Kinky Friedman,http://www.openisbn.com/cover/068480378X_72.jpg,Simon &amp; Schuster,256
380807203,9.78E+12,Resort To Murder: A Henrie O Mystery,Carolyn Hart,http://www.openisbn.com/cover/0380807203_72.jpg,Avon,336
449147282,9.78E+12,Milk And Honey (A Peter Decker &amp; Rina Lazarus Novel),Faye Kellerman,http://www.openisbn.com/cover/0449147282_72.jpg,Fawcett,375
451195981,9.78E+12,Beware The Laughing Gull (Lucy Wayles Mysteries),Lydia Adamson,http://www.openisbn.com/cover/0451195981_72.jpg,Signet,240
425071871,9.78E+12,Darkfall,Dean Koontz,http://www.openisbn.com/cover/0425071871_72.jpg,Berkley,0
449218929,9.78E+12,Quality Of Mercy,Faye Kellerman,http://www.openisbn.com/cover/0449218929_72.jpg,Fawcett,544
671604082,9.78E+12,A Quiver Full Of Arrows,Jeffrey Archer,http://www.openisbn.com/cover/0671604082_72.jpg,Pocket,0
553275100,9.78E+12,The Butcher's Theater,Jonathan Kellerman,http://www.openisbn.com/cover/0553275100_72.jpg,Bantam,640
30598583,9.78E+12,The Case Of The One-Penny Orange (A Masao Masuto Mystery),E. V. Cunningham,http://www.openisbn.com/cover/0030598583_72.jpg,Henry Holt &amp; Co,159
671660632,9.78E+12,"Dirk Gently's Holistic Detective Agency (Dirk Gently, No. 1)",Douglas Adams,http://www.openisbn.com/cover/0671660632_72.jpg,Pocket,0
440207460,9.78E+12,Pious Deception,Susan Dunlap,http://www.openisbn.com/cover/0440207460_72.jpg,Dell Publishing,256
345362667,9.78E+12,Philly Stakes,Gillian Roberts,http://www.openisbn.com/cover/0345362667_72.jpg,Fawcett,208
345323750,9.78E+12,The Life And Loves Of A She Devil,Fay Weldon,http://www.openisbn.com/cover/0345323750_72.jpg,Ballantine Books,288
486280314,9.78E+12,Nonsense Poems (Dover Children's Thrift Classics),"Edward Lear,Children's Dover Thrift",http://www.openisbn.com/cover/0486280314_72.jpg,Dover Publications,96
913866024,9.78E+12,"Tarot Cards For Fun And Fortune Telling: Illustrated Guide To The Spreading And Interpretation Of The Popular 78-Card Tarot I Jj Deck Of Muller &amp; Cie, Switzerland",Stuart R. Kaplan,http://www.openisbn.com/cover/0913866024_72.jpg,U S Games Systems,0
157297317X,9.78E+12,Austin Powers: How To Be An International Man Of Mystery,Mike Myers,http://www.openisbn.com/cover/157297317X_72.jpg,Berkley Trade,101
806519630,9.78E+12,"The Modern Witch's Guide To Magic And Spells: A Remarkable Collection Of Over 100 Spells To Entice A Lover, Win Back One Who Strays, Protect Your ... Illness, Ward Off Evil Spirits And Much More",Sarah Lyddon Morrison,http://www.openisbn.com/cover/0806519630_72.jpg,Citadel,192
399521577,9.78E+12,Schmoozing: The Private Conversations Of American Jews,Joshua Halberstam,http://www.openisbn.com/cover/0399521577_72.jpg,Perigee Trade,240
312267126,9.78E+12,BLOW: How A Small-Town Boy Made $100 Million With The Medellin Cocaine Cartel And Lost It All,Bruce Porter,http://www.openisbn.com/cover/0312267126_72.jpg,St. Martin's Griffin,320
671870238,9.78E+12,Aloha: A Novel Of The Near Future,Mark Christensen,http://www.openisbn.com/cover/0671870238_72.jpg,Simon &amp; Schuster,288
345346904,9.78E+12,Gateway (Heechee Saga),Frederik Pohl,http://www.openisbn.com/cover/0345346904_72.jpg,Del Rey,320
1591823641,9.78E+12,"Pet Shop Of Horrors, Vol. 2",MATSURI AKINO,http://www.openisbn.com/cover/1591823641_72.jpg,Tokyopop,224
1591823633,9.78E+12,"Pet Shop Of Horrors, Book 1",Mari Akino,http://www.openisbn.com/cover/1591823633_72.jpg,TokyoPop,200
193248020X,9.78E+12,"Galaxy Angel, Vol. 1",Kanan,http://www.openisbn.com/cover/193248020X_72.jpg,Broccoli Books,208
1932480099,9.78E+12,Aquarian Age - Juvenile Orion Volume 1,Sakurako Gokurakuin,http://www.openisbn.com/cover/1932480099_72.jpg,Broccoli Books,208
1591820162,9.78E+12,"Love Hina, Vol. 5",Ken Akamatsu,http://www.openisbn.com/cover/1591820162_72.jpg,TokyoPop,200
1569310491,9.78E+12,"Battle Angel Alita,  Vol. 2: Tears Of An Angel (Viz Graphic Novel)","Yukito Kishiro,Yukito Kishiro",http://www.openisbn.com/cover/1569310491_72.jpg,VIZ Media LLC,248
743458206,9.78E+12,The Ultimate Dracula,Byron Preiss,http://www.openisbn.com/cover/0743458206_72.jpg,I Books,368
1591824729,9.78E+12,"Kare Kano: His And Her Circumstances, Vol. 7",Masami Tsuda,http://www.openisbn.com/cover/1591824729_72.jpg,TokyoPop,224
60530804,9.78E+12,Dangerous Girls,R.L. Stine,http://www.openisbn.com/cover/0060530804_72.jpg,HarperCollins,256
553493264,9.78E+12,London: Kit &amp; Robin: Year Abroad Trilogy 1 (Love Stories),Rachel Hawthorne,http://www.openisbn.com/cover/0553493264_72.jpg,Bantam Books For Young Readers,192
1591821819,9.78E+12,"Kare Kano: His And Her Circumstances, Vol. 6",Masami Tsuda,http://www.openisbn.com/cover/1591821819_72.jpg,TokyoPop,216
1591820588,9.78E+12,"Kare Kano: His And Her Circumstances, Vol. 3",Masami Tsuda,http://www.openisbn.com/cover/1591820588_72.jpg,TokyoPop,192
1560974109,9.78E+12,Mail Order Bride,Mark Kalesniko,http://www.openisbn.com/cover/1560974109_72.jpg,Fantagraphics Books,264
1591823951,9.78E+12,"Confidential Confessions, Book 3",Reiko Momochi,http://www.openisbn.com/cover/1591823951_72.jpg,TokyoPop,216
1591823935,9.78E+12,"Confidential Confessions, Book 1",Reiko Momochi,http://www.openisbn.com/cover/1591823935_72.jpg,TokyoPop,208
1591822246,9.78E+12,"Rising Stars Of Manga, Book 1",Tokyopop,http://www.openisbn.com/cover/1591822246_72.jpg,TokyoPop,248
159182415X,9.78E+12,".hack//Legend Of The Twilight, Vol. 2","Rei Idumi,Tatsuya Hamazaki",http://www.openisbn.com/cover/159182415X_72.jpg,TokyoPop,192
1591824141,9.78E+12,".Hack: //Legend Of The Twilight, Vol. 1","Rei Idumi,Tatsuya Hamazaki",http://www.openisbn.com/cover/1591824141_72.jpg,TokyoPop,192
1931514186,9.78E+12,"Peach Girl, Book 8","Miwa Ueda,Dan Papia",http://www.openisbn.com/cover/1931514186_72.jpg,TokyoPop,176
1931514178,9.78E+12,"Peach Girl, Book 7",Miwa Ueda,http://www.openisbn.com/cover/1931514178_72.jpg,TokyoPop 11/19/2002,0
193151416X,9.78E+12,Peach Girl #6,"Miwa Ueda,Miwa Ueda",http://www.openisbn.com/cover/193151416X_72.jpg,TokyoPop,176
1931514151,9.78E+12,Peach Girl #5,"Miwa Ueda,Miwa Ueda",http://www.openisbn.com/cover/1931514151_72.jpg,TokyoPop,176
872262278,9.78E+12,Shakespeare's Stories: Tragedies,"Beverley Birch,Tony Kerins",http://www.openisbn.com/cover/0872262278_72.jpg,Peter Bedrick Books,126
082302377X,9.78E+12,"How To Draw Halloween, Christmas And Seasonal Characters (How To Draw (Watson Guptill))",Christopher Hart,http://www.openisbn.com/cover/082302377X_72.jpg,Watson-Guptill,64
1591821800,9.78E+12,"Kare Kano: His And Her Circumstances, Vol. 5",Masami Tsuda,http://www.openisbn.com/cover/1591821800_72.jpg,TokyoPop,208
1591820596,9.78E+12,"Kare Kano: His And Her Circumstances, Vol. 4",Masami Tsuda,http://www.openisbn.com/cover/1591820596_72.jpg,TokyoPop,192
159182303X,9.78E+12,Miyuki-chan In Wonderland,Clamp,http://www.openisbn.com/cover/159182303X_72.jpg,TokyoPop,95
1931514798,9.78E+12,"Kare Kano: His And Her Circumstances, Vol. 1","Masami Tsuda,Masami Tsuda",http://www.openisbn.com/cover/1931514798_72.jpg,Tokyopop,192
1931514801,9.78E+12,"Kare Kano: His And Her Circumstances, Vol. 2",Masami Tsuda,http://www.openisbn.com/cover/1931514801_72.jpg,TokyoPop,192
1591160502,9.78E+12,"X/1999, Vol. 8: Crescendo",CLAMP,http://www.openisbn.com/cover/1591160502_72.jpg,VIZ Media LLC,192
156931568X,9.78E+12,"X/1999, Vol. 7: Rhapsody",CLAMP,http://www.openisbn.com/cover/156931568X_72.jpg,VIZ Media LLC,184
1569314748,9.78E+12,"X/1999, Vol. 6: Duet",CLAMP,http://www.openisbn.com/cover/1569314748_72.jpg,VIZ Media LLC,184
1569314071,9.78E+12,"X/1999, Vol. 5: Serenade",CLAMP,http://www.openisbn.com/cover/1569314071_72.jpg,VIZ Media LLC,184
1569312648,9.78E+12,"X/1999, Vol. 4: Intermezzo",CLAMP,http://www.openisbn.com/cover/1569312648_72.jpg,VIZ Media LLC,184
1569312273,9.78E+12,"X/1999, Volume 3: Sonata",CLAMP,http://www.openisbn.com/cover/1569312273_72.jpg,VIZ Media LLC,184
1569311897,9.78E+12,"X/1999, Volume 2: Overture",CLAMP,http://www.openisbn.com/cover/1569311897_72.jpg,VIZ Media LLC,184
1569311382,9.78E+12,"X/1999, Volume 1: Prelude",CLAMP,http://www.openisbn.com/cover/1569311382_72.jpg,VIZ Media LLC,184
1591823455,9.78E+12,"Forbidden Dance, Book 1",Hinako Ashihara,http://www.openisbn.com/cover/1591823455_72.jpg,TokyoPop,192
1591825369,9.78E+12,"Rising Stars Of Manga, Book 2",Tokyopop,http://www.openisbn.com/cover/1591825369_72.jpg,TokyoPop,224
1586649000,9.78E+12,Aquarium,Tomoko Taniguchi,http://www.openisbn.com/cover/1586649000_72.jpg,CPM Manga,200
224045814,9.78E+12,Cloudland (A Tom Maschler Book),John Burningham,http://www.openisbn.com/cover/0224045814_72.jpg,Jonathan Cape,48
751505366,9.78E+12,Dishonoured,Barrett,http://www.openisbn.com/cover/0751505366_72.jpg,Warner Futura,467
1841640212,9.78E+12,Mr Mole Gets Lost And Other Stories (Childrens Storytime Collection),Storytime Collection Childrens,http://www.openisbn.com/cover/1841640212_72.jpg,Parragon Book Services,44
553563971,9.78E+12,Master Of Judo (Choose Your Own Adventure),Richard Brightfield,http://www.openisbn.com/cover/0553563971_72.jpg,Skylark,113
571197418,9.78E+12,The Spark Files: Dark Forces Bk. 6,"Terry Deary,Barbara Allen,Philip Reeve",http://www.openisbn.com/cover/0571197418_72.jpg,Faber &amp; Faber,96
330482432,9.78E+12,The Children's Book Of Books 2000,Quentin Blake,http://www.openisbn.com/cover/0330482432_72.jpg,Macmillan Children's Books,95
141307757,9.78E+12,Chicken Run Novelisation,Dreamworks,http://www.openisbn.com/cover/0141307757_72.jpg,Puffin,128
750004088,9.78E+12,The Little Vampire In Danger (Fiction: Little Vampire),"Angela Sommer-Bodenburg,Amelie Glienke",http://www.openisbn.com/cover/0750004088_72.jpg,Hodder Wayland,112
059013387X,9.78E+12,Attack Of Killer Puzzles (Puzzle Books),"Kjartan Poskitt,Chris Fisher",http://www.openisbn.com/cover/059013387X_72.jpg,Scholastic Hippo,96
746020899,9.78E+12,Nightmare At Mystery Mansion (Spine Chillers),"Phil Roxbee-Cox,Sue Hellard",http://www.openisbn.com/cover/0746020899_72.jpg,E.D.C. Publishing,48
6751032,9.78E+12,Butterfly Lion,Michael Morpurgo,http://www.openisbn.com/cover/0006751032_72.jpg,Collins,112
1858811945,9.78E+12,Ganging Up (Dolphin Books),Alan Gibbons,http://www.openisbn.com/cover/1858811945_72.jpg,Orion Children's Books,96
330481355,9.78E+12,The Worst Journey In The World: Antarctica 1910-13,Apsley Cherry Garrard,http://www.openisbn.com/cover/0330481355_72.jpg,Picador,702
99769913,9.78E+12,Songlines,Bruce Chatwin,http://www.openisbn.com/cover/0099769913_72.jpg,Random House UK,293
3404143434,9.78E+12,The Green Mile: Das Größte Geschenk überhaupt Ist Echte Freundscha: Der Grosse Roman Jetzt Verfilmt,Stephen King,http://www.openisbn.com/cover/3404143434_72.jpg,Bastei Lübbe GmbH &amp; Co.KG (Bastei Verlag),572
3492107400,9.78E+12,Herbstmilch. Lebenserinnerungen Einer Bäuerin,Anna Wimschneider,http://www.openisbn.com/cover/3492107400_72.jpg,Piper Verlag GmbH,154
3453152271,9.78E+12,Das Magische Messer,Philip Pullman,http://www.openisbn.com/cover/3453152271_72.jpg,Heyne Verlag,336
3404148932,9.78E+12,Das Jesus Video. Filmbuch.,Andreas Eschbach,http://www.openisbn.com/cover/3404148932_72.jpg,Bastei Lübbe,651
3257225350,9.78E+12,Der Richter Und Sein Henker,Friedrich Dürrenmatt,http://www.openisbn.com/cover/3257225350_72.jpg,Diogenes Verlag,192
3596113318,9.78E+12,Virginia Woolf. Gesammelte Werke: Orlando,"Virginia Woolf,Klaus Reichert,Brigitte Walitzek",http://www.openisbn.com/cover/3596113318_72.jpg,"Fischer (Tb.), Frankfurt",256
3150034914,9.78E+12,Über Die Freiheit,John S Mill,http://www.openisbn.com/cover/3150034914_72.jpg,"Reclam, Philipp, Jun. GmbH, Verlag",189
3880220131,9.78E+12,Im Schatten Des Friedens. Ein Bericht Aus Vietnam Und Kamputschea.,Michael Sontheimer,http://www.openisbn.com/cover/3880220131_72.jpg,Rotbuch Verlag,206
3150000912,9.78E+12,Der Zerbrochne Krug,"Heinrich Von Kleist,Helmut Sembdner",http://www.openisbn.com/cover/3150000912_72.jpg,"Reclam, Philipp, Jun. GmbH, Verlag",96
3499230755,9.78E+12,Eine Seele Von Mörder.,"P. D. James,Phyllis D. James,Thomas Schlück",http://www.openisbn.com/cover/3499230755_72.jpg,Rowohlt Tb.,284
3453137442,9.78E+12,Der Goldene Kompass. His-Dark-Materials 01,Philip Pullman,http://www.openisbn.com/cover/3453137442_72.jpg,Heyne Verlag,416
3421051496,9.78E+12,Mein Leben,Marcel Reich-Ranicki,http://www.openisbn.com/cover/3421051496_72.jpg,Deutsche Verlags-Anstalt DVA,576
3257008724,9.78E+12,Weihnachtslied: Eine Gespenstergeschichte,"Charles Dickens,Richard Zoozmann",http://www.openisbn.com/cover/3257008724_72.jpg,Diogenes,144
1857025539,9.78E+12,Dear London: Notes From The Big City,Irma Kurtz,http://www.openisbn.com/cover/1857025539_72.jpg,Fourth Estate Ltd,224
3426618303,9.78E+12,London. Roman,Edward Rutherfurd,http://www.openisbn.com/cover/3426618303_72.jpg,Droemer Knaur,896
3426611384,9.78E+12,Selbstjustiz,Craig Smith,http://www.openisbn.com/cover/3426611384_72.jpg,Droemer Knaur,0
3442447186,9.78E+12,Träume Am Ufer Des Meeres: Roman,"Björn Larsson,Knut Krüger",http://www.openisbn.com/cover/3442447186_72.jpg,Goldmann Verlag,288
553050680,9.78E+12,Jitterbug Perfume,Tom Robbins,http://www.openisbn.com/cover/0553050680_72.jpg,Bantam,352
1560761210,9.78E+12,The Verdant Passage (Dark Sun World),Troy Denning,http://www.openisbn.com/cover/1560761210_72.jpg,Wizards Of The Coast,320
747272522,9.78E+12,Pastures Nouveaux,Wendy Holden,http://www.openisbn.com/cover/0747272522_72.jpg,Headline Hardbacks,352
385606990,9.78E+12,Lyra's Oxford,"Philip; Slattery, Joan (editor) Pullman",http://www.openisbn.com/cover/0385606990_72.jpg,David Fickling Books,68
1843910500,9.78E+12,With The Flow (Hesperus Classics),"Joris-Karl Huysmans,Simon Callow",http://www.openisbn.com/cover/1843910500_72.jpg,Hesperus Press,112
439288886,9.78E+12,Treasure Island (Scholastic Classics),Robert Louis Stevenson,http://www.openisbn.com/cover/0439288886_72.jpg,Scholastic Paperbacks,240
1840221178,9.78E+12,Chapman's Homer: The Iliad And The Odyssey (Classics Of World Literature),"Homer,George Chapman",http://www.openisbn.com/cover/1840221178_72.jpg,Wordsworth Editions Ltd,976
3791321641,9.78E+12,Frida Kahlo And Diego Rivera (Pegasus Library),"Isabel Alcántara,Sandra Egnolff",http://www.openisbn.com/cover/3791321641_72.jpg,Prestel,128
1840225025,9.78E+12,The Night Side Of Nature (Myth Legend &amp; Folklore),Catherine Crowe,http://www.openisbn.com/cover/1840225025_72.jpg,Wordsworth Editions,352
340857382,9.78E+12,Angela Carter: A Beginner's Guide,Gina Wisker,http://www.openisbn.com/cover/0340857382_72.jpg,Hodder &amp; Stoughton,88
057117857X,9.78E+12,Freedom And Death,Nikos Kazantzakis,http://www.openisbn.com/cover/057117857X_72.jpg,Faber,472
345391837,9.78E+12,"So Long, And Thanks For All The Fish",Douglas Adams,http://www.openisbn.com/cover/0345391837_72.jpg,Del Rey,224
